,Bus_Station_Name,Location,Postcode
3168,Finchley Ct/Kennington Park Dr (Endeavour Hills),"-37.967215, 145.248732",3802
3169,Wills Rd/South Beach Rd (Somers),"-38.390723, 145.178853",3927
3170,Disney St/South Beach Rd (Bittern),"-38.354363, 145.166157",3920
3171,Morradoo Station/Disney St (Crib Point),"-38.353467, 145.190292",3920
3172,Lorimer St/Stony Point Rd (Crib Point),"-38.355936, 145.19554",3920
3173,Park Rd/Stony Point Rd (Crib Point),"-38.364076, 145.201542",3920
3174,Fuller St/Stony Point Rd (Crib Point),"-38.356817, 145.195988",3920
3175,Howell St/Stony Point Rd (Crib Point),"-38.352939, 145.194024",3920
3176,Symonds St/Stony Point Rd (Crib Point),"-38.346451, 145.191107",3920
3177,Woolleys Rd/Stony Point Rd (Bittern),"-38.339444, 145.187861",3920
3178,Taylor St/Woolleys Rd (Bittern),"-38.338776, 145.179616",3920
3179,Grove End Rd/Kennington Park Dr (Endeavour Hills),"-37.967625, 145.25389",3802
3180,Bittern Station/Frankston-Flinders Rd (Bittern),"-38.337839, 145.176768",3915
3181,Lady Nelson Pkwy/Frankston-Flinders Rd (Bittern),"-38.321616, 145.182986",3915
3182,Bray St/Frankston-Flinders Rd (Hastings),"-38.313452, 145.183567",3915
3183,Hastings Station/High St (Hastings),"-38.307663, 145.186845",3915
3184,Hastings SC/King St (Hastings),"-38.307041, 145.192087",3915
3185,Cool Store Rd/Victoria St (Hastings),"-38.303565, 145.190435",3915
3186,Hodgins Rd/Victoria St (Hastings),"-38.300111, 145.189709",3915
3187,Hobart St/Patterson Rd (Bentleigh),"-37.926905, 145.04564",3204
3188,Heywood Gr/Kennington Park Dr (Endeavour Hills),"-37.968484, 145.257763",3802
3189,Montreal St/Patterson Rd (Bentleigh),"-37.927112, 145.047295",3204
3190,Walker Cl/Millers Rd (Altona North),"-37.833336, 144.847782",3025
3191,McArthurs Rd/Millers Rd (Altona North),"-37.834926, 144.847508",3025
3192,Mason St/Millers Rd (Altona North),"-37.838761, 144.846817",3025
3193,Ross Rd/Millers Rd (Altona North),"-37.848401, 144.845184",3025
3194,Kororoit Creek Rd/Millers Rd (Altona),"-37.850746, 144.844798",3018
3195,Noordenne Ave/Millers Rd (Altona),"-37.859315, 144.842309",3018
3196,Cherry Lake Reserve/Millers Rd (Altona),"-37.862596, 144.840406",3018
3197,Railway Ave/New St (Brighton),"-37.918692, 144.992995",3186
3198,Civic Pde/Millers Rd (Altona),"-37.865885, 144.838889",3018
3199,Seaholme Station/Millers Rd (Altona),"-37.867592, 144.838601",3018
3200,Seves St/Blyth St (Altona),"-37.869041, 144.837524",3018
3201,Mount St/Blyth St (Altona),"-37.868759, 144.834918",3018
3202,Davies St/Blyth St (Altona),"-37.868529, 144.83273",3018
3203,McBain St/Blyth St (Altona),"-37.86798, 144.827392",3018
3204,Altona PS/Blyth St (Altona),"-37.867649, 144.823151",3018
3205,Rayner St/Blyth St (Altona),"-37.86829, 144.821222",3018
3206,Grieve Pde/Blyth St (Altona),"-37.869136, 144.818253",3018
3207,Rankin St/Blyth St (Altona),"-37.869634, 144.815953",3018
3208,Mulga St/Blyth St (Altona),"-37.870013, 144.814032",3018
3209,Maidstone St/Blyth St (Altona),"-37.870625, 144.811604",3018
3210,Myrtle Gr/Maidstone St (Altona),"-37.87247, 144.812925",3018
3211,Hobsons Bay Men's Shed/Queen St (Altona),"-37.876248, 144.803355",3018
3212,Altona Sports Centre/Queen St (Altona),"-37.875484, 144.796704",3028
3213,Victoria St/Queen St (Altona Meadows),"-37.873575, 144.787177",3028
3214,Trafalgar Ave/Victoria St (Altona Meadows),"-37.877935, 144.785671",3028
3215,Queen St/Victoria St (Altona Meadows),"-37.874394, 144.786152",3028
3216,Nelson Ave/Victoria St (Altona Meadows),"-37.880669, 144.785396",3028
3217,Galloway Dr/Narre Warren-Cranbourne Rd (Narre Warren South),"-38.062354, 145.299775",3976
3218,Cabrini Hospital/New St (Brighton),"-37.91105, 144.991963",3186
3219,Casey Central SC/Narre Warren-Cranbourne Rd (Narre Warren South),"-38.066209, 145.299014",3977
3220,Sierra Bvd/Narre Warren-Cranbourne Rd (Cranbourne North),"-38.080322, 145.29652",3977
3221,Rapallo Way/Thompsons Rd (Cranbourne),"-38.084473, 145.292593",3977
3222,Fernwren Pl/Ballarto Rd (Carrum Downs),"-38.113116, 145.162011",3198
3223,Lyrebird Dr/Ballarto Rd (Carrum Downs),"-38.114118, 145.169673",3201
3224,Carrum Downs Police Station/Ballarto Rd (Carrum Downs),"-38.114662, 145.173949",3201
3225,Milojevic Ct/South Gippsland Hwy (Cranbourne),"-38.095655, 145.282549",3977
3226,Brighton Grammar/New St (Brighton),"-37.90964, 144.992228",3186
3227,Grace St/High St (Cranbourne),"-38.104427, 145.282172",3977
3228,Bilston St/Buckley St (Footscray),"-37.803698, 144.894686",3011
3229,Wales St/Geelong Rd (West Footscray),"-37.805733, 144.879534",3012
3230,Bishop St/Geelong Rd (Kingsville),"-37.807912, 144.875428",3012
3231,Cemetery Rd/Geelong Rd (Brooklyn),"-37.814185, 144.858595",3012
3232,Francis St/Geelong Rd (Brooklyn),"-37.815892, 144.852355",3025
3233,Geelong Rd/Millers Rd (Brooklyn),"-37.817319, 144.850076",3012
3234,Stenhouse Ave/Millers Rd (Brooklyn),"-37.819168, 144.84967",3012
3235,Cypress Ave/Millers Rd (Brooklyn),"-37.822848, 144.84887",3012
3236,Marigold Ave/Millers Rd (Altona North),"-37.826872, 144.849117",3025
3237,May St/Millers Rd (Altona North),"-37.832855, 144.848114",3025
3238,McArthurs Rd/Millers Rd (Altona North),"-37.835595, 144.847648",3025
3239,Bayside Sec Col/Millers Rd (Altona North),"-37.838076, 144.847269",3025
3240,Ross Rd/Millers Rd (Altona),"-37.848982, 144.845406",3025
3241,Kororoit Creek Rd/Millers Rd (Altona),"-37.85102, 144.845029",3018
3242,Noordenne Ave/Millers Rd (Altona),"-37.859446, 144.842544",3018
3243,Sussex St/Millers Rd (Altona),"-37.863565, 144.840128",3018
3244,Civic Pde/Millers Rd (Altona),"-37.865942, 144.839047",3018
3245,Bay St/New St (Brighton),"-37.904098, 144.993277",3186
3246,Seaholme Station/Millers Rd (Altona),"-37.86764, 144.83877",3018
3247,Millers Rd/Blyth St (Altona),"-37.86917, 144.837679",3018
3248,Mount St/Blyth St (Altona),"-37.868883, 144.834846",3018
3249,Davies St/Blyth St (Altona),"-37.868653, 144.832613",3018
3250,McBain St/Blyth St (Altona),"-37.868093, 144.827173",3018
3251,Altona PS/Blyth St (Altona),"-37.867733, 144.823751",3018
3252,Rayner St/Blyth St (Altona),"-37.868528, 144.820942",3018
3253,Grieve Pde/Blyth St (Altona),"-37.869279, 144.818192",3018
3254,Rankin St/Blyth St (Altona),"-37.869752, 144.816018",3018
3255,Thurleigh Ave/Bayswater Rd (Croydon South),"-37.816585, 145.269315",3153
3256,Central Ave/Bayswater Rd (Croydon South),"-37.817801, 145.269264",3153
3257,Fair Lane/Bayswater Rd (Bayswater North),"-37.821277, 145.269035",3153
3258,Bayfield Rd/Bayswater Rd (Bayswater North),"-37.825474, 145.268846",3153
3259,Canterbury Rd/Bayswater Rd (Bayswater North),"-37.830977, 145.269229",3153
3260,Glen Park Rd/Bayswater Rd (Bayswater North),"-37.834313, 145.27056",3153
3261,Senior Citizens Centre/Mountain Hwy (Bayswater),"-37.839555, 145.269153",3153
3262,Bayswater SC/High St (Bayswater),"-37.842776, 145.26635",3153
3263,Bayswater Uniting Church/Mountain Hwy (Bayswater),"-37.842055, 145.260867",3153
3264,Kumala Rd/Mountain Hwy (Bayswater),"-37.842604, 145.256524",3153
3265,Sydney Rd/Mountain Hwy (Bayswater),"-37.843369, 145.250347",3153
3266,Mountain Hwy/Stud Rd (Bayswater),"-37.84423, 145.248281",3153
3267,Leonard St/Stud Rd (Bayswater),"-37.848226, 145.246084",3155
3268,King St/Stud Rd (Dandenong),"-37.983176, 145.221208",3177
3269,Herbert St/Stud Rd (Dandenong),"-37.981028, 145.221624",3177
3270,Norton Dr/High St (Melton),"-37.689147, 144.602094",3337
3271,Bruce St/Stud Rd (Dandenong),"-37.978872, 145.222018",3177
3272,Police Rd/Stud Rd (Rowville),"-37.942069, 145.230541",3178
3273,Timbertop Dr/Stud Rd (Rowville),"-37.936283, 145.23167",3178
3274,Sunshine St/Stud Rd (Rowville),"-37.933721, 145.232141",3178
3275,Bergins Rd/Stud Rd (Rowville),"-37.930082, 145.232865",3178
3276,Turramurra Dr/Stud Rd (Rowville),"-37.923378, 145.234118",3178
3277,Stud Park SC/Stud Rd (Rowville),"-37.918185, 145.235152",3178
3278,Lakeside Bvd/Stud Rd (Rowville),"-37.913054, 145.236139",3178
3279,Kelletts Rd/Stud Rd (Rowville),"-37.911374, 145.236475",3178
3280,Billungah Pl/Westwood Dr (Burnside),"-37.753689, 144.75305",3023
3281,Kingsley Cl/Stud Rd (Rowville),"-37.907177, 145.237292",3178
3282,Centre Rd/Stud Rd (Knoxfield),"-37.903615, 145.236512",3179
3283,Ferntree Gully Rd/Stud Rd (Scoresby),"-37.899895, 145.233633",3179
3284,Scoresby Village SC/Stud Rd (Scoresby),"-37.898113, 145.233175",3179
3285,Glenifer Ave/Stud Rd (Scoresby),"-37.895975, 145.233055",3179
3286,Evans St/Stud Rd (Scoresby),"-37.892442, 145.23306",3179
3287,Armin St/Stud Rd (Scoresby),"-37.888739, 145.233081",3179
3288,Mockridge St/Stud Rd (Scoresby),"-37.886279, 145.233139",3179
3289,Harcrest Bvd/Stud Rd (Scoresby),"-37.882827, 145.23312",3179
3290,Torowatta Pl/Westwood Dr (Burnside),"-37.756752, 144.755364",3023
3291,High Street Rd/Stud Rd (Wantirna South),"-37.877609, 145.233108",3152
3292,Swinburne TAFE/Stud Rd (Wantirna South),"-37.873743, 145.233075",3152
3293,Ronald Rd/Bayswater Rd (Croydon),"-37.807479, 145.270845",3136
3294,Eastfield Rd/Bayswater Rd (Croydon South),"-37.811008, 145.269411",3135
3295,Belmont Rd/Bayswater Rd (Croydon South),"-37.81434, 145.269208",3153
3296,Thurleigh Ave/Bayswater Rd (Croydon South),"-37.816412, 145.269183",3153
3297,Central Ave/Bayswater Rd (Croydon South),"-37.817853, 145.269069",3153
3298,Wendover Ave/Bayswater Rd (Bayswater North),"-37.820823, 145.268852",3153
3299,Berry Rd/Bayswater Rd (Bayswater North),"-37.82258, 145.268777",3153
3300,Pacific Dr/Ramu Pde (Heidelberg West),"-37.73709, 145.039226",3081
3301,Burnside Hub Shopping Centre/Westwood Dr (Burnside),"-37.759195, 144.755438",3023
3302,Bayfield Rd/Bayswater Rd (Bayswater North),"-37.825209, 145.268625",3153
3303,Canterbury Rd/Bayswater Rd (Bayswater North),"-37.831054, 145.268943",3153
3304,Glen Park/Glen Park Rd (Bayswater North),"-37.833905, 145.272842",3153
3305,Bayswater Rd/Glen Park Rd (Bayswater North),"-37.834364, 145.271593",3153
3306,Elmhurst Rd/Bayswater Rd (Bayswater North),"-37.83429, 145.270231",3153
3307,Mountain Hwy/Bayswater Rd (Bayswater),"-37.837701, 145.271162",3153
3308,Marie Wallace Park/Mountain Hwy (Bayswater),"-37.839854, 145.268044",3153
3309,Westwood Dr/Western Hwy (Burnside),"-37.762354, 144.755671",3023
3310,Scoresby Rd/Power Rd (Bayswater),"-37.844389, 145.271211",3153
3311,Barry St/Power Rd (Bayswater),"-37.846089, 145.272842",3153
3312,Edelmaier St/Barry St (Bayswater),"-37.846841, 145.274324",3153
3313,Jersey Rd/Barry St (Bayswater),"-37.847302, 145.278132",3153
3314,London Dr/Jersey Rd (Bayswater),"-37.844448, 145.278926",3153
3315,Bayswater Business Hub/Jersey Rd (Bayswater),"-37.842416, 145.279303",3153
3316,Mountain Hwy/Jersey Rd (Bayswater),"-37.839325, 145.279886",3153
3317,Dunlop Ct/Mountain Hwy (Bayswater),"-37.838454, 145.275168",3153
3318,View Rd/Mountain Hwy (Bayswater),"-37.841704, 145.261489",3153
3319,Allandale Dr/Ballarat Rd (Deer Park),"-37.76385, 144.758509",3023
3320,Marlborough Rd/Mountain Hwy (Bayswater),"-37.84241, 145.255563",3153
3321,Sydney Rd/Mountain Hwy (Bayswater),"-37.842984, 145.251186",3153
3322,Aplin Pl/Tintern Cres (Wantirna South),"-37.885484, 145.223436",3152
3323,Phyllis St/Stud Rd (Bayswater),"-37.848046, 145.246099",3155
3324,King St/Stud Rd (Dandenong),"-37.984585, 145.220787",3177
3325,Herbert St/Stud Rd (Dandenong),"-37.981125, 145.221428",3177
3326,Bruce St/Stud Rd (Dandenong),"-37.978384, 145.22195",3177
3327,Chisholm TAFE/Stud Rd (Dandenong),"-37.974736, 145.222641",3177
3328,Avon Cl/Ballarat Rd (Deer Park),"-37.766378, 144.763984",3023
3329,Seebeck Rd/Stud Rd (Rowville),"-37.940034, 145.230601",3178
3330,Timbertop Dr/Stud Rd (Rowville),"-37.937006, 145.23122",3178
3331,Miles St/Ballarat Rd (Deer Park),"-37.769606, 144.771731",3023
3332,Station Rd/Ballarat Rd (Deer Park),"-37.77009, 144.774452",3023
3333,Deer Park Reserve/Ballarat Rd (Deer Park),"-37.770601, 144.778569",3023
3334,Deer Park Bowls Club/Ballarat Rd (Deer Park),"-37.770844, 144.780492",3023
3335,Deer Park Hotel/Ballarat Rd (Deer Park),"-37.770981, 144.78873",3021
3336,Banool Ave/Studley Park Rd (Kew),"-37.806979, 145.025328",3101
3337,Sunshine Mosque/Ballarat Rd (Deer Park),"-37.771957, 144.800417",3022
3338,Sunshine Motor Inn/Ballarat Rd (Ardeer),"-37.773976, 144.804785",3020
3339,Carrington Dr/Ballarat Rd (Albion),"-37.774582, 144.809762",3020
3340,Shrewsbury Ct/Heatherhill Rd (Frankston),"-38.172979, 145.155691",3199
3341,Lascelles Ct/Heatherhill Rd (Frankston),"-38.174353, 145.154811",3199
3342,Heatherhill Rd/Robinsons Rd (Frankston South),"-38.175533, 145.153035",3911
3343,Perth Ave/Ballarat Rd (Albion),"-37.775173, 144.814411",3020
3344,Mount Erin College/Golf Links Rd (Frankston South),"-38.173924, 145.149286",3199
3345,Frankston High School/Foot St (Frankston South),"-38.160774, 145.129234",3199
3346,Macorna St/Foot St (Frankston),"-38.156282, 145.131266",3199
3347,George Pentland Botanical Gardens/Foot St (Frankston),"-38.153839, 145.132344",3199
3348,Regency Rise/Black Springs Rd (Chirnside Park),"-37.755981, 145.296064",3116
3349,Harris Rd/Brushy Park Rd (Wonga Park),"-37.745009, 145.282764",3115
3350,Narre Warren Station/Webb St (Narre Warren),"-38.026961, 145.303237",3805
3351,Toppings Rd/Homestead Rd (Wonga Park),"-37.739051, 145.282096",3115
3352,Jumping Creek Rd/Homestead Rd (Wonga Park),"-37.734879, 145.28276",3115
3353,Yarra Rd/Jumping Creek Rd (Wonga Park),"-37.735915, 145.271649",3115
3354,Belgrave Village/Belgrave Hwy (Belgrave),"-37.909667, 145.352515",3160
3355,Toppings Rd/Yarra Rd (Wonga Park),"-37.738854, 145.270457",3115
3356,Dawes Rd/Yarra Rd (Wonga Park),"-37.743733, 145.268845",3115
3357,Homestead Rd/Yarra Rd (Wonga Park),"-37.748848, 145.27044",3115
3358,St Johns Rd/Yarra Rd (Wonga Park),"-37.753773, 145.272562",3115
3359,Edgar Ave/Yarra Rd (Wonga Park),"-37.758913, 145.273384",3115
3360,Holloway Rd/Yarra Rd (Wonga Park),"-37.762805, 145.272079",3115
3361,Yarra Road PS/Yarra Rd (Croydon North),"-37.766345, 145.271951",3136
3362,Mckerral Pl/Yarra Rd (Croydon North),"-37.768852, 145.273914",3136
3363,Lipscombe Park/Kirtain Dr (Croydon),"-37.783991, 145.269485",3136
3364,Heathfield Ct/Midhurst Rd (Croydon),"-37.7858, 145.272373",3136
3365,Maroondah Hwy/Midhurst Rd (Croydon),"-37.787027, 145.273128",3136
3366,Eva Ct/Kent Ave (Croydon),"-37.787539, 145.276034",3136
3367,Somerset Cres/Kent Ave (Croydon),"-37.789748, 145.276755",3136
3368,Croydon PS/Kent Ave (Croydon),"-37.794171, 145.280934",3136
3369,Rocksleigh Ave/Monbulk Rd (Tecoma),"-37.907238, 145.347041",3160
3370,Diane Cres/Manchester Rd (Mooroolbark),"-37.782221, 145.311483",3138
3371,Kalimna St/Manchester Rd (Mooroolbark),"-37.779957, 145.311978",3138
3372,Shirley St/Manchester Rd (Mooroolbark),"-37.775733, 145.312789",3138
3373,Maroondah Hwy/Fletcher Rd (Mooroolbark),"-37.761569, 145.311749",3116
3374,Commerford Pl/Billanook Way (Chirnside Park),"-37.760918, 145.305361",3116
3375,Bromley Cl/Billanook Way (Chirnside Park),"-37.758146, 145.298103",3116
3376,Roymar Ct/Brushy Park Rd (Wonga Park),"-37.760982, 145.289819",3116
3377,Holloway Rd/Lyons Rd (Croydon North),"-37.763097, 145.289611",3136
3378,Griff Hunt Reserve/Lyons Rd (Croydon North),"-37.765115, 145.289531",3136
3379,Turkeith Cres/Lyons Rd (Croydon North),"-37.76728, 145.289061",3136
3380,Exeter Rd/Lyons Rd (Croydon North),"-37.769051, 145.28877",3136
3381,Catalina St/Ramu Pde (Heidelberg West),"-37.739251, 145.038613",3081
3382,Oxley Rd/Auburn Rd (Hawthorn),"-37.825376, 145.044436",3122
3383,Urquhart St/Auburn Rd (Hawthorn),"-37.827613, 145.044002",3122
3384,Riversdale Rd/Auburn Rd (Hawthorn East),"-37.830012, 145.043598",3122
3385,Harts Pde/Auburn Rd (Hawthorn East),"-37.83171, 145.043291",3122
3386,Currajong Rd/Auburn Rd (Hawthorn East),"-37.833551, 145.042913",3122
3387,Scotch Cct/Auburn Rd (Hawthorn East),"-37.835806, 145.042501",3122
3388,Auburn Rd/Airedale Ave (Hawthorn East),"-37.837878, 145.042413",3123
3389,Auburn South PS/Tooronga Rd (Hawthorn East),"-37.839218, 145.046036",3123
3390,Dunlavin Rd/Springfield Rd (Nunawading),"-37.80976, 145.184098",3132
3391,Cato St/Tooronga Rd (Hawthorn East),"-37.843315, 145.045303",3123
3392,Tooronga SC/Tooronga Rd (Glen Iris),"-37.845884, 145.044803",3123
3393,Tooronga Station/Tooronga Rd (Glen Iris),"-37.85066, 145.042597",3144
3394,Malvern Rd/Tooronga Rd (Glen Iris),"-37.853452, 145.041989",3144
3395,East St/Tooronga Rd (Malvern),"-37.855896, 145.041572",3144
3396,Parkmore Rd/Springvale Rd (Forest Hill),"-37.841577, 145.171579",3131
3397,Whitehorse Gardens/Springvale Rd (Forest Hill),"-37.845182, 145.171047",3151
3398,Emmaus College/Springvale Rd (Vermont South),"-37.847673, 145.170713",3133
3399,Mullens Rd/Springvale Rd (Vermont South),"-37.851628, 145.170024",3151
3400,Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),"-37.772416, 144.924025",3039
3401,Burwood Hwy/Springvale Rd (Vermont South),"-37.85401, 145.169635",3151
3402,Burwood Hwy/Springvale Rd (Vermont South),"-37.854192, 145.169176",3151
3403,Weeden Dr/Springvale Rd (Vermont South),"-37.859173, 145.169008",3151
3404,Highbury Rd/Springvale Rd (Glen Waverley),"-37.861224, 145.168775",3151
3405,Foxley St/Springvale Rd (Glen Waverley),"-37.865468, 145.168681",3151
3406,Campbell St/Springvale Rd (Glen Waverley),"-37.86846, 145.168141",3151
3407,Monash Dr/Springvale Rd (Mulgrave),"-37.911843, 145.160025",3168
3408,Clunies Ross Cres/Springvale Rd (Mulgrave),"-37.916391, 145.15924",3168
3409,Mullauna College/Springfield Rd (Mitcham),"-37.807061, 145.189708",3132
3410,Wellington Rd/Springvale Rd (Mulgrave),"-37.920372, 145.158561",3168
3411,Mackie Rd/Springvale Rd (Mulgrave),"-37.924897, 145.157469",3170
3412,Princes Hwy/Springvale Rd (Mulgrave),"-37.931343, 145.156489",3171
3413,Cheltenham Rd/Springvale Rd (Keysborough),"-37.991449, 145.144805",3172
3414,McKenzie St/Smith St (Melton),"-37.684834, 144.585939",3337
3415,Henry St/Palmerston St (Melton),"-37.68621, 144.58357",3337
3416,Princeton Dr/Springvale Rd (Keysborough),"-37.999237, 145.143208",3172
3417,Weatherly St/Barries Rd (Melton),"-37.68931, 144.581859",3337
3418,Bank St/Ascot Vale Rd (Ascot Vale),"-37.773863, 144.923791",3039
3419,Hutton Rd/Springvale Rd (Keysborough),"-38.009173, 145.141283",3172
3420,The Waterways Bvd/Springvale Rd (Keysborough),"-38.016487, 145.13988",3196
3421,Pillars Rd/Springvale Rd (Bangholme),"-38.022612, 145.136307",3175
3422,Egret Dr/Edithvale Rd (Chelsea Heights),"-38.029202, 145.129635",3196
3423,Barries Rd/Station Rd (Melton),"-37.689684, 144.577663",3337
3424,Keith Ave/Kinross Ave (Edithvale),"-38.034023, 145.11723",3196
3425,Kinross Ave/Rae Ave (Edithvale),"-38.03312, 145.115977",3196
3426,Montrose Ave/Rae Ave (Edithvale),"-38.033859, 145.113748",3196
3427,Clydebank Rd/Rae Ave (Edithvale),"-38.034995, 145.11038",3196
3428,Caritas Christi Hospice/Studley Park Rd (Kew),"-37.805589, 145.016097",3101
3429,Thomas St/Burnett St (Mitcham),"-37.8121, 145.200365",3132
3430,Station St/Rae Ave (Edithvale),"-38.035785, 145.10799",3196
3431,Montrose Ave/Edithvale Rd (Edithvale),"-38.036733, 145.114278",3196
3432,Edithvale Rd/Munro Ave (Edithvale),"-38.037128, 145.115248",3196
3433,Fraser Ave/Munro Ave (Edithvale),"-38.03912, 145.116405",3196
3434,Bayside Ave/Munro Ave (Edithvale),"-38.041567, 145.117846",3196
3435,Cross Rd/Elsie Gr (Chelsea),"-38.043244, 145.117917",3196
3436,Cross Rd/Ella Gr (Chelsea),"-38.044064, 145.119047",3196
3437,Chelbara General Store/Baxter Ave (Chelsea),"-38.044393, 145.122149",3196
3438,Baxter Ave/Embankment Gr (Chelsea),"-38.046866, 145.121813",3196
3439,Bertrand Rd/Embankment Gr (Chelsea),"-38.047758, 145.118964",3196
3440,Highland Ave/Edgerton Rd (Mitcham),"-37.811945, 145.204344",3132
3441,High St/Tooronga Rd (Glen Iris),"-37.858465, 145.041061",3144
3442,Trenham Ct/Highland Ave (Mitcham),"-37.810442, 145.205698",3132
3443,Irene Cres/Wattle Valley Rd (Mitcham),"-37.811369, 145.209118",3132
3444,Edgerton Rd/Deep Creek Rd (Mitcham),"-37.812605, 145.211042",3134
3445,Poynton Ave/Loughnan Rd (Ringwood),"-37.809419, 145.217843",3134
3446,Timbertop Rd/Montalbo Rd (Ringwood North),"-37.8073, 145.21719",3134
3447,Craig Rd/Glenvale Rd (Ringwood North),"-37.805264, 145.214797",3111
3448,Hanrahan St/Wood St (Thomastown),"-37.693134, 145.027116",3074
3449,Dalton Rd/Keon Pde (Thomastown),"-37.695891, 145.02169",3074
3450,Greenhills Rd/Settlement Rd (Bundoora),"-37.695362, 145.0445",3083
3451,Norris Bank Reserve/Settlement Rd (Bundoora),"-37.696394, 145.047535",3083
3452,Lookover Rd/Glenvale Rd (Ringwood North),"-37.803727, 145.215072",3134
3453,Power Ave/Waverley Rd (Chadstone),"-37.882208, 145.106924",3148
